epoch, batch, loss, loss_f, loss_e, f_mae, f_rmse, e_mae, e_rmse
    7,    81,         0.074224,         0.074012,       0.00021198,           6.3262,           8.5022,           7.6948,           9.5503
    7,    82,          0.11541,           0.1151,       0.00030674,           7.3855,           10.603,           8.4242,           11.497
    7,    83,          0.07642,         0.076275,       0.00014538,           6.4909,           8.6312,           6.2617,           7.9105
    7,    84,         0.084195,         0.083953,       0.00024191,           6.5283,           9.0552,           7.9695,           10.202
    7,    85,          0.10746,          0.10728,       0.00017555,           7.2049,           10.236,           6.9216,           8.6965
    7,    86,         0.070855,          0.07069,       0.00016501,           6.1226,           8.3092,           6.7625,           8.4289
    7,    87,         0.081434,         0.081272,       0.00016198,           6.5119,           8.9095,           6.7105,           8.3473
    7,    88,         0.083877,         0.083785,       9.1484e-05,           6.5346,           9.0462,           5.0664,           6.2753
    7,    89,          0.10291,          0.10279,       0.00011964,           7.2337,            10.02,           5.7802,           7.1731
    7,    90,          0.10628,          0.10616,       0.00011257,           7.5558,           10.183,           5.5402,           6.9622
    7,    91,         0.092324,         0.092047,       0.00027741,            6.875,           9.4817,           8.0382,           10.929
    7,    92,           0.1032,          0.10279,       0.00040872,           7.6125,            10.02,           11.328,           13.264
    7,    93,          0.11671,          0.11634,       0.00036858,           7.4643,            10.66,           10.241,           12.597
    7,    94,          0.10767,          0.10747,       0.00020143,           7.3986,           10.245,           7.5577,           9.3168
    7,    95,          0.12045,          0.12023,       0.00022001,           7.9131,           10.837,           7.8484,           9.7361
    7,    96,         0.070266,         0.070056,       0.00020962,           6.3022,           8.2719,           7.6322,           9.4977
    7,    97,         0.088952,         0.088785,       0.00016645,           6.7244,           9.3122,            6.798,           8.4685
    7,    98,         0.095213,         0.095043,       0.00017017,            7.025,           9.6348,            6.751,           8.5643
    7,    99,         0.065993,          0.06586,       0.00013381,           6.2104,           8.0203,           5.9942,           7.5912
    7,   100,          0.10171,          0.10142,        0.0002881,           7.2894,           9.9527,           8.6807,           11.141
    7,   101,         0.081388,         0.081155,       0.00023281,           6.7613,            8.903,           8.0864,           10.014
    7,   102,         0.096913,         0.096736,        0.0001772,            6.699,           9.7202,            7.243,           8.7366
    7,   103,          0.10403,          0.10382,       0.00020219,           7.3423,            10.07,            7.445,           9.3397
    7,   104,          0.09523,         0.095079,       0.00015099,           6.9215,           9.6366,            6.466,            8.063
    7,   105,          0.11177,          0.11141,        0.0003599,           7.3486,           10.431,           10.613,            12.45
    7,   106,         0.098002,         0.097759,       0.00024259,            7.234,           9.7715,           8.4884,           10.226
    7,   107,          0.11329,          0.11317,       0.00012801,           7.1561,           10.513,           5.9145,            7.428
    7,   108,          0.10998,          0.10959,       0.00038589,           7.0443,           10.346,           10.713,           12.889
    7,   109,         0.085708,           0.0855,       0.00020794,           6.7359,           9.1383,           7.7187,           9.4621
    7,   110,         0.086897,         0.086692,       0.00020536,            6.936,           9.2017,           7.4139,           9.4087
    7,   111,         0.078403,         0.078215,       0.00018792,           6.4642,           8.7403,           7.1098,           9.0025
    7,   112,         0.084463,          0.08429,       0.00017338,           6.6248,           9.0734,           6.7284,           8.6468
    7,   113,         0.076181,         0.075983,       0.00019807,           6.4648,           8.6147,           7.4327,           9.2365
    7,   114,          0.12283,          0.12228,       0.00055316,           7.4846,           10.928,            13.14,            15.44
    7,   115,         0.058696,         0.058525,       0.00017094,            5.724,           7.5605,           6.8204,           8.5848
    7,   116,         0.085943,         0.085784,       0.00015884,            6.671,           9.1534,            6.668,           8.2722
    7,   117,         0.080448,         0.080142,        0.0003054,           6.5593,           8.8473,           9.6855,           11.462
    7,   118,         0.085968,         0.085647,       0.00032043,           6.6455,           9.1462,           9.8717,           11.746
    7,   119,          0.11235,          0.11215,       0.00020569,           7.3045,           10.466,           7.7273,            9.409
    7,   120,         0.086266,         0.086013,       0.00025246,           6.6589,           9.1657,           8.6097,           10.431
    7,   121,         0.069741,         0.069619,       0.00012199,           6.2996,           8.2461,           5.8899,           7.2466
    7,   122,          0.13141,          0.13103,       0.00038529,           7.9041,           11.313,           10.512,           12.883
    7,   123,         0.067596,         0.067436,       0.00016002,           5.9568,           8.1157,           6.5907,           8.3024
    7,   124,         0.080315,         0.080064,        0.0002509,           6.5557,            8.843,            8.241,           10.387
    7,   125,         0.091507,         0.091353,       0.00015445,           6.8403,           9.4459,           6.5437,           8.1535
    7,   126,         0.064983,         0.064882,       0.00010152,           6.1017,           7.9605,           5.4222,           6.6127
    7,   127,         0.076875,         0.076709,       0.00016617,            6.477,           8.6557,           6.8749,           8.4589
    7,   128,         0.089667,         0.089413,       0.00025322,           6.9082,           9.3451,           8.7898,           10.438
    7,   129,          0.10291,          0.10272,       0.00019089,           7.3503,           10.016,           7.1219,           9.0626
    7,   130,         0.073129,          0.07292,       0.00020921,           6.0348,           8.4393,           7.7371,           9.4942
    7,   131,         0.071605,         0.071447,       0.00015795,           6.1872,           8.3536,           6.6896,           8.2478
    7,   132,          0.09469,          0.09449,       0.00019915,           7.1251,           9.6067,           7.4644,            9.263
    7,   133,         0.063958,         0.063869,        8.976e-05,           5.8797,           7.8981,           5.1541,           6.2188
    7,   134,         0.083217,         0.083054,       0.00016278,           6.5414,           9.0066,           6.8339,           8.3749
    7,   135,          0.08774,         0.087241,       0.00049887,           6.7425,           9.2309,           12.251,           14.655
    7,   136,         0.088702,         0.088497,       0.00020569,           6.9566,            9.297,           7.6556,           9.4114
    7,   137,         0.088976,         0.088822,       0.00015387,           6.8748,           9.3141,           6.4027,           8.1433
    7,   138,         0.075069,         0.074865,        0.0002048,           6.3722,           8.5511,           7.6873,           9.3914
    7,   139,         0.069404,         0.069198,       0.00020528,           6.0974,           8.2211,           7.5707,           9.3974
    7,   140,          0.06837,         0.068273,       9.7243e-05,            6.055,           8.1659,           5.3259,           6.4705
    7,   141,         0.059527,         0.059321,       0.00020642,           5.5432,           7.6118,           7.7449,           9.4233
    7,   142,         0.077342,         0.077212,       0.00013062,           6.4253,           8.6841,           5.9379,           7.4992
    7,   143,         0.072261,          0.07214,       0.00012036,           6.3081,            8.394,           5.8386,           7.1979
    7,   144,          0.10122,          0.10076,       0.00046587,           7.0332,           9.9201,           11.747,           14.169
    7,   145,          0.11659,          0.11638,       0.00021375,           7.7522,           10.662,           7.8605,           9.5915
    7,   146,         0.082024,         0.081872,       0.00015225,           6.3935,           8.9423,           6.3885,           8.0941
    7,   147,          0.10106,          0.10081,       0.00025182,           7.0081,           9.9229,           8.4166,           10.414
    7,   148,          0.05762,         0.057481,        0.0001394,           5.5702,           7.4928,           6.1526,           7.7442
    7,   149,         0.061496,         0.061394,       0.00010169,           5.5167,           7.7436,           5.4691,           6.6166
    7,   150,         0.090557,         0.090197,       0.00036041,           6.5903,           9.3859,           9.3973,           12.457
    7,   151,           0.0835,         0.083337,       0.00016289,           6.4009,           9.0219,           6.6589,           8.3687
    7,   152,         0.080024,         0.079784,       0.00023973,           6.3378,           8.8275,           8.4449,            10.16
    7,   153,         0.065743,         0.065589,       0.00015388,            5.787,           8.0038,           6.5071,           8.1396
    7,   154,         0.077516,         0.077384,       0.00013182,           6.1838,           8.6938,           6.0809,           7.5292
    7,   155,         0.085233,         0.084989,       0.00024388,           6.6217,           9.1109,           8.0303,           10.246
    7,   156,         0.076573,         0.076182,       0.00039105,           6.4821,            8.626,           10.625,           12.974
    7,   157,         0.063223,         0.063135,       8.7342e-05,           5.9106,           7.8527,           4.9954,           6.1338
    7,   158,         0.081144,         0.080926,       0.00021816,            6.649,           8.8905,           7.8405,           9.6896
    7,   159,         0.089737,          0.08938,       0.00035723,           6.2748,           9.3433,           9.9383,           12.404
    7,   160,         0.083657,           0.0835,       0.00015743,           6.2827,           9.0308,            6.621,           8.2321
    7,   161,         0.068771,         0.068635,       0.00013602,           6.1025,           8.1876,           6.0633,           7.6558
    7,   162,         0.061245,         0.061013,       0.00023131,           5.5846,           7.7196,           8.2518,           9.9824
    7,   163,         0.061145,         0.061031,       0.00011385,           5.7814,           7.7207,           5.7334,           6.9999
    7,   164,         0.095085,         0.094556,        0.0005287,           7.2838,           9.6101,           11.799,           15.087
    7,   165,         0.090111,          0.08992,       0.00019151,           6.8309,           9.3715,           7.0064,           9.0819
    7,   166,         0.095589,         0.095324,       0.00026572,           6.9598,            9.649,            8.799,             10.7
    7,   167,         0.090816,         0.090384,       0.00043175,           6.9177,           9.3957,           10.738,           13.642
    7,   168,         0.090223,         0.089737,       0.00048577,             6.56,            9.362,           12.384,           14.456
    7,   169,          0.10109,          0.10074,       0.00035219,           7.2168,           9.9192,            10.36,           12.319
    7,   170,         0.088267,         0.088017,       0.00024997,           6.8228,           9.2718,           8.5138,           10.376
    7,   171,         0.074498,         0.074314,       0.00018402,           6.3539,           8.5196,           7.0266,           8.8963
    7,   172,         0.093733,         0.093518,       0.00021493,           6.9712,           9.5572,           7.5877,           9.6265
    7,   173,         0.092719,         0.092486,       0.00023273,           6.7684,           9.5043,           8.3334,           10.018
    7,   174,         0.083036,         0.082818,       0.00021881,            6.568,           8.9938,            7.891,           9.7084
    7,   175,         0.097134,         0.096912,       0.00022227,           6.9058,            9.729,           7.9412,           9.7817
    7,   176,         0.080006,         0.079883,       0.00012325,           6.4647,            8.833,           5.8224,           7.2895
    7,   177,         0.095879,          0.09569,        0.0001888,           7.2269,           9.6675,           7.1647,           9.0109
    7,   178,         0.072741,          0.07257,       0.00017068,           6.2484,            8.419,            7.001,            8.574
    7,   179,         0.084204,         0.084019,         0.000185,           6.8841,           9.0588,           7.0354,           8.9279
    7,   180,         0.093996,         0.093894,       0.00010267,           7.2167,           9.5763,           5.3701,             6.65
    7,   181,          0.08179,         0.081684,       0.00010615,           6.7488,            8.932,           5.4198,           6.7588
    7,   182,           0.0898,         0.089521,       0.00027944,           6.7426,           9.3507,           9.0634,            10.97
    7,   183,         0.099447,         0.098821,       0.00062574,           6.9975,           9.8244,           13.347,           16.418
    7,   184,         0.078888,         0.078623,        0.0002645,           6.5564,           8.7631,           8.6794,            10.67
    7,   185,         0.092596,         0.092154,       0.00044212,           6.9931,           9.4872,           10.306,           13.795
    7,   186,         0.067718,         0.067331,       0.00038657,           5.8717,           8.1094,           11.182,           12.906
    7,   187,         0.097298,          0.09695,        0.0003478,           6.8478,            9.731,           10.392,           12.236
    7,   188,         0.076694,         0.076579,       0.00011474,           6.4901,           8.6484,           5.7898,           7.0295
    7,   189,         0.093264,          0.09299,       0.00027468,           7.1497,           9.5301,            8.712,           10.869
    7,   190,         0.093838,         0.093518,       0.00031926,           7.1613,           9.5572,           9.9064,           11.722
    8,     1,         0.083023,         0.082629,       0.00039396,           6.6482,           8.9835,           10.239,           13.029
    8,     2,         0.071407,         0.071171,       0.00023602,           6.2958,           8.3374,           7.9418,            10.08
    8,     3,         0.090632,         0.090329,        0.0003026,           6.8405,           9.3928,           9.3446,           11.422
    8,     4,         0.081045,         0.080649,        0.0003961,           6.7634,           8.8753,            9.326,           13.057
    8,     5,         0.092768,         0.092391,       0.00037674,           7.2073,           9.4994,           10.263,           12.736
    8,     6,          0.10542,          0.10507,       0.00034994,           7.1825,            10.13,           10.222,           12.272
    8,     7,         0.084933,         0.084676,       0.00025698,           6.7534,           9.0941,           8.6317,            10.52
    8,     8,         0.056995,         0.056879,       0.00011586,           5.6422,           7.4534,           5.6344,           7.0658
    8,     9,         0.088601,         0.088496,       0.00010518,           6.5101,            9.297,           5.4237,            6.727
    8,    10,          0.12242,          0.12203,       0.00039747,           7.4124,           10.917,           10.673,           13.087
    8,    11,         0.087167,         0.087059,       0.00010785,           6.7446,           9.2212,           5.4829,           6.8191
    8,    12,         0.078912,         0.078773,         0.000139,           6.3783,           8.7714,           6.2511,           7.7401
    8,    13,         0.071727,         0.071631,       9.6419e-05,           5.9986,           8.3643,           5.2536,           6.4449
    8,    14,         0.072721,         0.072502,       0.00021913,            6.223,            8.415,            7.937,            9.716
    8,    15,         0.089415,         0.089079,       0.00033588,           6.9284,           9.3276,           9.2071,           12.026
    8,    16,         0.074402,         0.074228,       0.00017429,           5.9964,           8.5146,           6.8552,           8.6624
    8,    17,         0.062118,         0.061957,       0.00016065,           5.8007,           7.7791,           6.7442,           8.3203
    8,    18,         0.092621,          0.09233,       0.00029068,           6.9273,           9.4963,           8.8391,            11.19
    8,    19,         0.065304,         0.065169,        0.0001348,           6.1684,           7.9781,           6.0429,           7.6148
    8,    20,         0.072393,          0.07221,       0.00018264,           6.0777,           8.3981,           7.0101,           8.8705
    8,    21,          0.10502,           0.1047,       0.00032593,           7.1762,           10.112,           9.5865,           11.849
    8,    22,         0.075384,          0.07505,       0.00033392,           6.2685,           8.5616,           9.4089,           11.991
    8,    23,         0.088558,         0.088388,       0.00017066,           7.0023,           9.2913,           6.9614,           8.5729
    8,    24,         0.094206,         0.093982,        0.0002246,           6.7867,           9.5808,           8.0176,           9.8314
    8,    25,          0.08332,         0.083092,       0.00022768,           6.7665,           9.0087,           8.2221,           9.9019
    8,    26,         0.084601,         0.084348,       0.00025268,           6.6334,           9.0765,            8.514,           10.429
    8,    27,         0.093562,         0.093224,       0.00033722,           7.0742,           9.5421,           10.093,           12.044
    8,    28,         0.082114,         0.081902,       0.00021157,            6.498,           8.9439,           7.6498,           9.5498
    8,    29,         0.092963,         0.092756,       0.00020755,           6.7541,           9.5181,           7.4502,           9.4609
    8,    30,         0.072841,         0.072701,       0.00013992,           6.2585,           8.4266,           6.0089,           7.7576
    8,    31,         0.097652,         0.097373,       0.00027934,           7.1353,           9.7521,           8.5577,           10.971
    8,    32,         0.095875,         0.095673,       0.00020171,           6.8966,           9.6667,           7.3077,           9.3192
    8,    33,         0.073062,         0.072818,       0.00024484,           6.0512,           8.4333,           8.2645,           10.263
    8,    34,         0.070548,          0.07027,       0.00027808,           6.1197,           8.2845,           9.0605,           10.945
    8,    35,         0.072092,         0.071928,       0.00016464,           5.9771,           8.3817,           6.7465,           8.4209
    8,    36,         0.074131,          0.07387,       0.00026138,           6.3689,           8.4941,            8.551,           10.607
    8,    37,         0.076811,         0.076614,       0.00019696,           6.4724,           8.6504,           7.2785,           9.2127
    8,    38,         0.091566,          0.09136,       0.00020599,            6.678,           9.4462,           7.7037,           9.4121
    8,    39,          0.06811,         0.067832,        0.0002778,           5.9079,           8.1395,           8.7853,           10.931
    8,    40,         0.097731,         0.097256,       0.00047407,           7.1298,           9.7463,           11.448,            14.29
    8,    41,         0.045649,         0.045511,        0.0001382,           5.1217,           6.6671,           6.3294,            7.716
    8,    42,         0.067866,         0.067772,       9.3947e-05,           6.0765,           8.1359,           5.0332,           6.3598
    8,    43,         0.079365,         0.079025,       0.00033986,           6.3226,           8.7854,           9.4861,             12.1
    8,    44,         0.063503,         0.063284,       0.00021882,           5.7365,           7.8619,           8.0059,           9.7056
    8,    45,         0.051864,         0.051619,       0.00024468,           5.3969,           7.1005,           8.4448,           10.266
    8,    46,         0.069279,         0.068956,       0.00032281,           6.1568,           8.2067,           10.029,           11.795
    8,    47,         0.063398,         0.063251,       0.00014694,            5.835,           7.8599,           6.4674,           7.9573
    8,    48,         0.090774,         0.090579,       0.00019516,           7.1106,           9.4058,           7.5129,           9.1703
    8,    49,         0.071962,         0.071842,       0.00011962,           5.9981,           8.3767,           5.8268,           7.1762
    8,    50,         0.084383,         0.083998,       0.00038486,           6.7477,           9.0577,           10.496,           12.872
    8,    51,          0.10722,          0.10668,        0.0005402,           7.2867,           10.207,           12.097,           15.252
    8,    52,          0.11531,          0.11513,       0.00017387,            7.299,           10.604,           6.9992,           8.6548
    8,    53,         0.074151,         0.073778,       0.00037233,           6.0539,           8.4888,           10.278,           12.659
    8,    54,         0.077913,         0.077676,       0.00023632,           6.4796,           8.7102,           8.3762,           10.088
    8,    55,         0.083531,         0.083256,       0.00027542,           6.4643,           9.0175,           8.6524,           10.891
    8,    56,           0.0984,         0.098311,       8.9035e-05,           6.7477,            9.799,           5.0704,           6.1922
    8,    57,         0.099053,         0.098685,       0.00036748,           7.0868,           9.8177,           9.3494,            12.58
    8,    58,         0.066122,         0.065991,       0.00013069,           5.9308,           8.0283,           5.9848,           7.4973
    8,    59,         0.090392,         0.090012,        0.0003798,           6.9865,           9.3763,           11.046,           12.782
    8,    60,         0.054283,         0.054155,       0.00012827,           5.4199,           7.2728,           6.0193,           7.4315
    8,    61,         0.082612,         0.082415,       0.00019704,           6.7173,           8.9719,           7.5152,             9.21
    8,    62,         0.090707,         0.090119,        0.0005878,           7.1006,           9.3819,           13.971,           15.907
    8,    63,         0.085108,         0.084928,       0.00017945,           6.8716,           9.1077,           7.0119,           8.7879
    8,    64,         0.084858,         0.084726,       0.00013215,           6.5745,           9.0968,           6.0741,           7.5459
    8,    65,         0.072488,         0.072301,       0.00018702,           6.1864,           8.4034,           7.1487,           8.9712
    8,    66,         0.079245,         0.079033,       0.00021248,           6.4545,           8.7859,           7.8674,           9.5713
    8,    67,         0.062626,          0.06237,       0.00025657,           5.9033,           7.8049,           8.8196,           10.511
    8,    68,           0.1063,          0.10602,       0.00028238,            7.396,           10.176,           9.3004,           11.023
    8,    69,         0.066002,         0.065887,       0.00011542,           5.9198,            8.022,           5.6289,           7.0467
    8,    70,         0.083673,         0.083508,        0.0001651,           6.8465,           9.0312,           6.8126,           8.4322
    8,    71,         0.095759,         0.095204,       0.00055494,           6.9505,           9.6429,           13.496,           15.459
    8,    72,         0.067939,         0.067785,       0.00015307,           6.1339,           8.1367,           6.5321,           8.1171
    8,    73,         0.084505,         0.084217,       0.00028782,           6.7669,           9.0694,           9.3015,           11.128
    8,    74,         0.078715,         0.078435,       0.00028019,           6.5311,           8.7526,            9.173,           10.987
    8,    75,         0.087131,         0.086989,       0.00014277,           6.5193,           9.2175,           6.2654,           7.8415
    8,    76,         0.062723,         0.062516,        0.0002074,           5.7562,            7.814,           7.6655,           9.4555
    8,    77,         0.090519,         0.090156,       0.00036275,           6.9121,           9.3838,           10.199,             12.5
    8,    78,         0.089537,         0.089359,       0.00017763,           7.0324,           9.3422,           7.0642,           8.7455
    8,    79,         0.069905,         0.069705,       0.00019933,           6.2122,           8.2511,           7.5279,           9.2688
    8,    80,         0.088197,         0.087895,       0.00030284,           6.8506,           9.2654,            9.381,           11.414
    8,    81,         0.063591,         0.063488,       0.00010344,           6.1435,           7.8746,           5.4558,           6.6778
    8,    82,         0.095353,         0.095133,       0.00022013,           7.0115,           9.6393,           7.7121,           9.7409
    8,    83,          0.10124,          0.10092,        0.0003149,           6.7893,           9.9284,           8.5196,           11.643
    8,    84,         0.083778,         0.083347,       0.00043147,           6.5983,           9.0225,           9.7895,            13.63
    8,    85,         0.062866,         0.062734,       0.00013129,           5.9412,           7.8277,           5.9497,           7.5202
    8,    86,         0.080535,         0.080234,       0.00030027,           6.6285,           8.8524,           9.6835,            11.37
    8,    87,          0.07002,         0.069904,       0.00011637,           6.1249,           8.2629,           5.7273,           7.0835
    8,    88,         0.068441,         0.068348,       9.2807e-05,           6.2029,           8.1704,            5.155,           6.3196
    8,    89,         0.090272,         0.089875,        0.0003969,            6.736,           9.3692,           11.188,           13.076
    8,    90,         0.061622,         0.061412,        0.0002109,           5.8511,           7.7447,           7.6239,           9.5258
    8,    91,         0.070847,         0.070507,          0.00034,           6.1038,           8.2984,           9.7611,           12.101
    8,    92,         0.054765,         0.054641,       0.00012405,           5.6297,           7.3053,           5.7013,           7.3082
    8,    93,          0.10053,          0.10012,       0.00040963,           7.2491,           9.8889,           10.768,           13.282
    8,    94,          0.11581,          0.11541,       0.00039408,           7.4988,           10.617,           11.299,           13.026
    8,    95,          0.06895,         0.068826,       0.00012421,           5.9862,           8.1989,           5.8082,           7.3144
    8,    96,         0.063339,         0.063092,        0.0002477,           5.6185,             7.85,           8.4004,            10.33
    8,    97,         0.098438,         0.098272,       0.00016619,             7.13,           9.7971,           6.7576,           8.4589
    8,    98,         0.057988,         0.057889,       9.8765e-05,           5.6511,           7.5193,           5.3124,           6.5239
    8,    99,         0.092277,         0.092021,       0.00025558,           7.0086,           9.4804,           8.3813,           10.486
    8,   100,         0.074196,         0.073891,       0.00030502,           6.3019,           8.4953,           9.1322,           11.457
    8,   101,         0.075048,         0.074864,       0.00018391,           6.2734,            8.551,           7.2549,           8.9001
    8,   102,         0.066525,         0.066433,       9.1786e-05,           5.6743,           8.0552,            5.161,            6.288
    8,   103,         0.072406,         0.072209,        0.0001975,           6.2222,            8.398,           7.5924,           9.2193
    8,   104,         0.081732,         0.081478,       0.00025422,           6.3191,           8.9207,            8.823,           10.459
    8,   105,         0.090637,         0.090344,       0.00029298,           6.6294,           9.3936,           8.5135,           11.229
    8,   106,         0.075904,         0.075726,       0.00017785,           6.3477,           8.6001,           7.2382,           8.7547
    8,   107,         0.074428,          0.07426,       0.00016848,           6.2617,           8.5164,           6.8217,           8.5214
    8,   108,         0.063776,         0.063635,       0.00014184,           5.9032,           7.8837,            6.228,           7.8156
    8,   109,         0.072479,         0.072324,       0.00015457,           6.2881,           8.4047,            6.507,           8.1571
    8,   110,         0.073679,         0.073503,       0.00017598,           6.2349,           8.4729,            7.032,           8.7103
    8,   111,         0.080153,         0.079876,       0.00027656,           6.2991,           8.8326,           9.2631,            10.91
    8,   112,         0.085411,          0.08515,       0.00026079,           6.6961,           9.1195,            8.545,           10.596
    8,   113,         0.097703,         0.097553,       0.00015052,           6.9587,           9.7611,           6.4002,           8.0551
    8,   114,         0.070862,           0.0706,       0.00026218,           6.1067,           8.3039,           8.7449,           10.623
    8,   115,          0.07023,         0.069935,       0.00029522,           6.0845,           8.2647,           9.0363,           11.276
    8,   116,          0.08195,         0.081826,        0.0001235,           6.5886,           8.9398,           5.8781,           7.2886
    8,   117,         0.074973,         0.074825,       0.00014841,           6.0698,           8.5488,            6.481,           7.9952
    8,   118,         0.068404,          0.06825,       0.00015439,           5.9986,           8.1645,           6.5624,           8.1496
    8,   119,         0.099725,         0.099455,       0.00027051,           7.1126,           9.8559,           8.4968,           10.797
    8,   120,          0.07182,          0.07159,       0.00023001,           6.2608,            8.362,           8.3665,           9.9522
    8,   121,         0.064611,         0.064429,       0.00018231,           5.9392,           7.9327,           7.1361,           8.8592
    8,   122,         0.082573,         0.082445,       0.00012862,           6.1869,           8.9735,           6.0215,           7.4455
    8,   123,          0.10151,          0.10139,       0.00011788,           7.2061,           9.9515,           5.5658,           7.1295
    8,   124,         0.085866,         0.085715,       0.00015129,           7.0186,           9.1497,           6.4042,           8.0732
    8,   125,         0.076632,         0.076372,       0.00025979,            6.213,           8.6367,           8.6472,           10.578
    8,   126,         0.087092,         0.086705,       0.00038717,             6.82,           9.2024,           10.702,           12.912
    8,   127,         0.087355,         0.087118,       0.00023746,           6.7749,           9.2243,           8.2468,           10.117
    8,   128,          0.10255,          0.10208,        0.0004785,           7.3667,           9.9849,           11.967,           14.358
    8,   129,         0.076259,         0.076057,       0.00020256,           6.0471,           8.6189,           7.6786,           9.3406
    8,   130,         0.080172,         0.079849,       0.00032336,           6.4631,           8.8311,           9.5174,           11.799
    8,   131,         0.084195,         0.084003,       0.00019207,           6.6883,           9.0579,           7.2205,           9.0927
    8,   132,         0.065922,         0.065762,       0.00015927,           6.0722,           8.0144,            6.707,           8.2798
    8,   133,         0.067598,         0.067417,       0.00018075,           5.7847,           8.1146,           7.0961,           8.8216
    8,   134,         0.080663,         0.080535,       0.00012768,           6.5416,            8.869,            5.936,           7.4157
    8,   135,         0.096721,         0.096491,       0.00022976,           6.9392,           9.7079,           8.0048,           9.9518
    8,   136,         0.056959,         0.056789,       0.00017023,           5.4634,           7.4475,           6.9477,            8.556
    8,   137,         0.077986,         0.077756,       0.00023036,           6.2446,           8.7146,           8.0307,           9.9575
    8,   138,         0.066295,         0.066043,       0.00025279,           6.0873,           8.0314,           8.7065,           10.433
    8,   139,         0.089328,         0.088906,       0.00042166,           6.6069,           9.3185,           10.458,           13.475
    8,   140,         0.069363,         0.069246,       0.00011673,           6.2549,           8.2239,           5.5757,           7.0913
    8,   141,         0.083827,         0.083591,       0.00023591,            6.657,           9.0357,           8.0457,            10.08
    8,   142,         0.099756,         0.099601,       0.00015523,           6.6108,           9.8631,           6.5539,           8.1755
    8,   143,         0.082573,         0.082371,       0.00020143,           6.7153,           8.9695,           7.6192,           9.3169
    8,   144,         0.078618,         0.078517,       0.00010056,           6.3161,           8.7572,           5.5184,           6.5827
    8,   145,         0.068505,         0.068373,       0.00013172,           6.0037,           8.1719,           6.0411,           7.5318
    8,   146,         0.073165,         0.072842,       0.00032273,           6.2473,           8.4348,           9.8235,           11.787
    8,   147,          0.06648,         0.066326,       0.00015409,           5.9046,           8.0486,           6.4677,           8.1485
    8,   148,          0.08544,         0.085257,       0.00018292,           6.6989,           9.1253,           7.1004,           8.8746
    8,   149,         0.059174,         0.059099,       7.5509e-05,           5.7337,           7.5975,           4.8832,            5.704
    8,   150,         0.046803,           0.0467,       0.00010296,           4.9751,           6.7537,           5.5886,           6.6628
    8,   151,         0.085136,         0.084997,       0.00013896,            6.653,           9.1114,           6.0041,           7.7335
    8,   152,          0.06562,         0.065373,       0.00024757,           5.8994,           7.9906,            8.589,            10.33
    8,   153,         0.060977,         0.060825,       0.00015235,           5.7246,           7.7076,           6.5385,           8.1022
    8,   154,         0.065498,         0.065324,       0.00017494,           5.9978,           7.9876,           6.9096,           8.6762
    8,   155,         0.075348,         0.075219,       0.00012923,           6.0143,           8.5713,           6.0896,           7.4649
    8,   156,          0.06274,         0.062632,       0.00010742,           5.7488,           7.8213,           5.3816,           6.8032
    8,   157,         0.079883,         0.079679,       0.00020346,           6.4178,           8.8217,           7.1188,           9.3585
    8,   158,         0.069547,          0.06931,       0.00023679,           6.0905,           8.2277,           8.0899,           10.099
    8,   159,         0.076716,         0.076578,       0.00013774,           6.5669,           8.6483,           6.1936,           7.7027
    8,   160,         0.064814,         0.064608,       0.00020614,            5.734,           7.9437,            7.644,           9.4225
    8,   161,         0.081045,         0.080859,        0.0001854,           6.5661,           8.8868,           7.2483,           8.9309
    8,   162,          0.07791,         0.077487,       0.00042302,           6.2097,           8.6995,           11.485,           13.503
    8,   163,         0.078046,          0.07773,       0.00031579,           6.5324,           8.7132,           9.6205,            11.66
    8,   164,         0.065466,         0.065169,       0.00029746,           5.9682,           7.9781,           9.5576,           11.315
    8,   165,         0.061325,         0.061152,       0.00017347,           5.5331,           7.7283,           6.8236,           8.6441
    8,   166,         0.072571,         0.072241,       0.00032965,           6.0889,           8.3999,           9.9751,           11.918
    8,   167,         0.063626,         0.063478,       0.00014807,           6.1392,           7.8739,           6.4678,           7.9835
    8,   168,         0.088845,         0.088602,       0.00024309,           6.7903,           9.3026,            8.313,           10.226
    8,   169,         0.067493,         0.067272,       0.00022116,           6.1335,           8.1059,           7.9388,           9.7615
    8,   170,         0.065295,         0.065086,       0.00020889,           5.8709,            7.973,           7.4517,           9.4807
    8,   171,         0.061649,         0.061315,       0.00033403,           5.8544,           7.7386,            9.948,           11.987
    8,   172,         0.061898,         0.061668,       0.00022911,           5.7218,           7.7609,           8.1836,           9.9343
    8,   173,         0.099002,         0.098493,       0.00050867,           6.9305,           9.8081,           11.923,           14.804
    8,   174,         0.061576,         0.061413,       0.00016301,           5.5593,           7.7448,           6.8083,           8.3809
    8,   175,         0.074154,         0.073964,       0.00019065,           6.5465,           8.4994,           7.3014,           9.0624
    8,   176,         0.079266,         0.079033,        0.0002329,           6.3503,           8.7859,            7.711,           10.017
    8,   177,         0.074391,         0.074179,       0.00021194,           6.1216,           8.5118,           7.4977,           9.5553
    8,   178,         0.096353,         0.096034,       0.00031913,           6.6323,           9.6849,           9.0643,           11.725
    8,   179,          0.07584,         0.075643,        0.0001971,           6.2978,           8.5954,           7.3388,           9.2188
    8,   180,         0.070764,         0.070636,       0.00012778,           6.2459,            8.306,           5.9086,           7.4178
